lakeid,sampledate,depth,ca,mg,na,k,cl,so4,cond,ph,alk,dic,temp,bicarbonate,carbonate,alkalinity_calculated,Lake,Lat,Long
SP,1999-08-23,12,10.44,3,2.56,0.67,5.49,1.97,NA,7.34,641,8.94,7.4,39.7701694051058,0.02574434705289452,652.6502778799165,Sparkling Lake,46.007733,-89.701183
SP,1999-08-23,15,10.34,2.93,2.47,0.69,5.62,1.73,NA,6.69,677,10.62,5.9,32.59060560721839,0.0045111953765739465,534.0785515783707,Sparkling Lake,46.007733,-89.701183
SP,1999-08-23,18,10.74,3.08,2.55,0.75,5.5,1.09,99,6.75,745,12.71,5.5,40.95210498919725,0.0064277788193385825,671.2051678287725,Sparkling Lake,46.007733,-89.701183
SP,1999-11-10,0,10.3,3.03,2.58,0.73,5.93,2.13,91,7.54,651,8.57,7.5,39.943216475544695,0.04110311041768498,656.0454605516285,Sparkling Lake,46.007733,-89.701183
SP,1999-11-10,10,10.285,3.035,2.5700000000000003,0.72,5.925,2.13,91.5,7.57,648.5,8.565,7.4,40.12860536950913,0.04411421007618611,659.191057946665,Sparkling Lake,46.007733,-89.701183
SP,1999-11-10,18,10.32,3.02,2.56,0.72,5.92,2.13,91,7.53,654,8.73,7.2,40.58832711723586,0.04044857972607659,666.5915994703528,Sparkling Lake,46.007733,-89.701183
SP,2000-02-22,0,11.59,3.34,2.87,0.77,6.55,2.11,101,7.66,709,9.61,0.4,45.096139265513095,0.04864761732585332,740.7277003103261,Sparkling Lake,46.007733,-89.701183
SP,2000-02-22,10,10.295,3.035,2.625,0.69,6.1850000000000005,2.045,93.5,7.25,650,8.76,3.2,37.268042355442645,0.017184980987093774,611.3246122674559,Sparkling Lake,46.007733,-89.701183
SP,2000-02-22,18,11.98,3.43,2.67,0.8,6.16,0.78,112,6.89,735,12.76,4.1,45.22545626113064,0.009372977886680189,741.3899296315567,Sparkling Lake,46.007733,-89.701183
SP,2000-04-06,0,9.96,2.91,2.51,0.65,5.93,1.88,91,7.42,645,8.41,4.3,37.882204530268524,0.026774298462418404,621.7456950529593,Sparkling Lake,46.007733,-89.701183
SP,2000-04-06,10,9.86,2.93,2.51,0.65,6.02,1.9449999999999998,91.5,7.415,640.5,8.5,4.2,38.22652758639189,0.02662287514757762,627.3823182962548,Sparkling Lake,46.007733,-89.701183
SP,2000-04-06,18,9.8,2.89,2.51,0.65,6.05,1.93,92,7.41,640,8.55,4.2,38.40089300593303,0.026438172381865428,630.2328536621135,Sparkling Lake,46.007733,-89.701183
SP,2000-08-21,0,10.25,2.9,2.54,0.69,5.72,1.4,91,8.36,633,8.2,21.1,40.83515439565294,0.3961919394825624,684.1522232522865,Sparkling Lake,46.007733,-89.701183
SP,2000-08-21,5,10.32,2.9,2.57,0.7,5.81,1.4,NA,8.34,622,8.29,21.1,41.28158986593537,0.38249683720590233,690.9351368848095,Sparkling Lake,46.007733,-89.701183
SP,2000-08-21,10,10.39,2.9000000000000004,2.52,0.7,5.675000000000001,1.41,92,7.955,634.5,8.66,10.3,42.50775982550749,0.12343714001237675,701.0275106444875,Sparkling Lake,46.007733,-89.701183
SP,2000-08-21,12,10.54,2.92,2.54,0.69,5.74,1.46,NA,7.43,635,9.26,7.4,42.16524737123051,0.03357987638299341,692.1842210641639,Sparkling Lake,46.007733,-89.701183
SP,2000-08-21,15,10.7,2.96,2.54,0.73,5.73,1.33,NA,6.9,650,10.81,5.7,39.050626299337694,0.00871214927131906,640.1749913897565,Sparkling Lake,46.007733,-89.701183
SP,2000-08-21,18,11.06,3.08,2.56,0.77,5.82,0.75,98,6.84,654,13.41,5.2,46.267500527982946,0.00885057911530455,758.4345554573684,Sparkling Lake,46.007733,-89.701183
SP,2000-11-16,0,10.33,2.94,2.6,0.73,6.07,2.27,93,7.32,656,9.06,7.2,40.046323365338594,0.02460734594134562,657.1329130489786,Sparkling Lake,46.007733,-89.701183
SP,2000-11-16,10,10.425,2.95,2.63,0.72,5.965,2.2199999999999998,93,7.33,657,8.934999999999999,7.1,39.597866544785816,0.024823259339346735,649.7921701585632,Sparkling Lake,46.007733,-89.701183
SP,2000-11-16,18,10.52,2.97,2.68,0.72,5.96,2.21,93,7.26,657,9.08,7,39.35435850992657,0.02093447670312556,645.6560167594931,Sparkling Lake,46.007733,-89.701183
SP,2001-02-28,0,10.72,3.065,2.74,0.715,6.325,2.275,96,7.6899999999999995,674,8.579999999999998,0.2,40.446746964582815,0.04643022651456994,664.4598273546334,Sparkling Lake,46.007733,-89.701183
SP,2001-02-28,10,10.59,3.03,2.72,0.68,6.23,2.19,94,7.15,655,8.59,3.7,35.166545545694454,0.013092277291551196,576.7278977985887,Sparkling Lake,46.007733,-89.701183
SP,2001-02-28,18,11.49,3.25,2.76,0.78,6.53,1.39,109,6.87,819,12.06,4.2,42.179191779436756,0.00837506834356774,691.4253581246141,Sparkling Lake,46.007733,-89.701183
SP,2001-04-30,0,10.254999999999999,2.96,2.64,0.665,5.85,2.24,91,7.905,645.5,8.375,8.6,40.91579946484405,0.10081597184462747,674.1181063912948,Sparkling Lake,46.007733,-89.701183
SP,2001-04-30,10,10.37,2.97,2.65,0.67,5.89,2.32,92,7.4,653,8.57,6.3,38.62503741304674,0.02776130565666168,633.9579028198488,Sparkling Lake,46.007733,-89.701183
SP,2001-04-30,18,10.37,3,2.65,0.67,5.97,2.34,93,7.17,652,8.99,4.8,37.32660232335029,0.015073855738940408,612.2017244123047,Sparkling Lake,46.007733,-89.701183
SP,2001-08-20,0,10.655000000000001,3.085,2.785,0.69,4.375,2.375,92.5,8.13,655,7.9,22.7,39.227051160562674,0.2321332527203951,651.7584909921011,Sparkling Lake,46.007733,-89.701183
SP,2001-08-20,5,10.77,3.13,2.73,0.69,4.42,2.43,NA,8.06,647,7.92,21.7,39.23867122153103,0.1933675829360353,650.4118756247253,Sparkling Lake,46.007733,-89.701183
SP,2001-08-20,10,10.67,3.09,2.64,0.67,4.2,2.22,92,7.96,658,8.05,12.2,39.56849045242145,0.12254788103262083,652.8798959677689,Sparkling Lake,46.007733,-89.701183
SP,2001-08-20,12,10.8,3.1,2.67,0.71,4.19,2.29,NA,7.56,662,8.39,8.6,39.324436639493754,0.04378252549539086,646.0077317705491,Sparkling Lake,46.007733,-89.701183
SP,2001-08-20,15,10.98,3.08,2.72,0.79,4.19,2.1,NA,6.81,674,10.19,7.1,34.913682712263636,0.0066097141467879586,572.275015975761,Sparkling Lake,46.007733,-89.701183
SP,2001-08-20,18,11.39,3.16,2.69,0.75,4.23,1.6,97,6.69,728,12.12,6.3,37.34108779243335,0.0052330868203898035,611.9579171689032,Sparkling Lake,46.007733,-89.701183
SP,2001-11-15,0,10.76,3,2.61,0.67,4.38,2.32,95,7.54,664,8.96,8.8,41.86254952303244,0.044772686359805046,687.6335923568834,Sparkling Lake,46.007733,-89.701183
SP,2001-11-15,10,10.59,2.98,2.62,0.695,4.41,2.23,96,7.48,629,8.98,7.6,41.36804638070643,0.0371878655897043,679.2522065116856,Sparkling Lake,46.007733,-89.701183
SP,2001-11-15,18,10.62,3.03,2.7,0.78,4.39,2.23,95,7.44,647,9.1,7.5,41.54336380690427,0.03395731259455188,682.0077306013054,Sparkling Lake,46.007733,-89.701183
SP,2002-02-28,0,11.15,3.17,2.51,0.75,6.47,2.93,103,8.1,705,9.01,0.4,44.3288429850293,0.13170692406807882,731.0302703289947,Sparkling Lake,46.007733,-89.701183
SP,2002-02-28,10,10.3,2.95,2.33,0.65,6.02,2.77,95,7.36,644,8.5,3,37.49293429913647,0.022126538097490683,615.1949432018012,Sparkling Lake,46.007733,-89.701183
SP,2002-02-28,17,11.04,3.1,2.415,0.69,6.16,2.105,99.5,6.755,676,9.805,3.8,31.2110787893056,0.004694622212370843,511.5037279636678,Sparkling Lake,46.007733,-89.701183
SP,2002-04-23,0,10.45,2.9400000000000004,2.5949999999999998,0.685,5.88,2.5949999999999998,92,7.285,622.5,8.695,4.4,37.64017719631912,0.01955800473238026,617.5128951067414,Sparkling Lake,46.007733,-89.701183
SP,2002-04-23,10,10.5,2.98,2.61,0.69,5.93,2.53,93,7.21,635,8.79,4,36.95794776749586,0.015951601382279763,606.1955504555552,Sparkling Lake,46.007733,-89.701183
SP,2002-04-23,18,11.1,3.16,2.71,0.72,6.08,2.56,97,6.95,646,10,3.9,36.826913649889036,0.008706845608148826,603.7435840424544,Sparkling Lake,46.007733,-89.701183
SP,2002-08-14,0,10.25,2.93,2.625,0.66,6.355,2.825,93,8.395,652.5,8.335,22.9,41.498812728739566,0.45400105027756327,697.3821568344272,Sparkling Lake,46.007733,-89.701183
SP,2002-08-14,5,10.4,2.97,2.69,0.66,6.39,2.74,NA,8.43,639,8.31,22.8,41.36623364077563,0.489478410020549,696.5533991765855,Sparkling Lake,46.007733,-89.701183
SP,2002-08-14,8,10.2,2.95,2.6,0.67,6.12,2.72,92,8.81,645,8.13,15.1,40.17436668759781,0.9511416762920606,693.0575190262724,Sparkling Lake,46.007733,-89.701183
SP,2002-08-14,12,9.98,2.91,2.54,0.67,6.07,2.79,NA,7.5,651,8.79,9.4,40.80720258820969,0.04050510586801353,670.1892472170895,Sparkling Lake,46.007733,-89.701183
SP,2002-08-14,16,10.4,2.95,2.53,0.73,6.08,2.26,NA,6.69,649,10,7.2,31.07689214257019,0.0044765115094841405,509.27063697550295,Sparkling Lake,46.007733,-89.701183
SP,2002-08-14,18,10.7,3.01,2.54,0.75,6.11,1.58,98,6.81,646,12.11,6.8,41.39305977505154,0.0077652132851090735,678.5026584605635,Sparkling Lake,46.007733,-89.701183
SP,2002-11-07,0,10.5,2.96,2.6500000000000004,0.68,6.484999999999999,2.365,98.5,7.395,663,8.66,6.7,39.023584336387856,0.02806902590978693,640.5007802167946,Sparkling Lake,46.007733,-89.701183
SP,2002-11-07,10,10.7,3.02,2.67,0.68,6.44,2.3,99,7.41,649,8.64,6.3,39.03967826807557,0.0287129096664261,640.7872355370683,Sparkling Lake,46.007733,-89.701183
SP,2002-11-07,18,10.7,3.03,2.67,0.68,6.49,2.32,98,7.4,652,8.6,6.3,38.76024757902007,0.027858486423254426,636.1770805906013,Sparkling Lake,46.007733,-89.701183
SP,2003-03-06,0,11.65,3.28,2.87,0.76,7.46,2.74,110,7.7,763,10.32,0.9,48.794040514793274,0.05871538845126126,801.6777710498233,Sparkling Lake,46.007733,-89.701183
SP,2003-03-06,10,10.73,3,2.6,0.7,6.81,2.22,97,7.24,664,9.58,3.9,40.728837263142005,0.018775760287529506,668.0960065291621,Sparkling Lake,46.007733,-89.701183
SP,2003-04-29,0,9.89,2.79,2.46,0.63,6.3,2.31,91,7.5,640,8.61,7.2,39.793944364659424,0.03701000240903599,653.4507229748834,Sparkling Lake,46.007733,-89.701183
SP,2003-04-29,10,10.25,2.89,2.5,0.65,6.49,2.34,95,7.25,659,9.21,5.6,39.57363221504867,0.019703721145842516,649.2016022959278,Sparkling Lake,46.007733,-89.701183
SP,2003-04-29,18,11.399999999999999,3.175,2.71,0.745,7.085,2.17,103,6.625,750.5,11.735,4.5,33.32191273498598,0.0038000571420533633,546.0047485398445,Sparkling Lake,46.007733,-89.701183
SP,2003-08-20,0,9.94,2.86,2.55,0.64,6.59,2.59,94,8.33,643,8.35,24.2,41.572169883306955,0.40249292933579406,696.765251950591,Sparkling Lake,46.007733,-89.701183
SP,2003-08-20,5,10.04,2.87,2.52,0.63,6.82,2.35,NA,8.34,644,8.75,24,43.56478681024131,0.42981296090828586,730.3481044524832,Sparkling Lake,46.007733,-89.701183
SP,2003-08-20,10,10.05,2.88,2.5,0.67,6.63,2.32,94,7.92,658,8.37,11.7,41.02336427824882,0.11429540114411066,676.4062887101104,Sparkling Lake,46.007733,-89.701183
SP,2003-08-20,12,10.43,2.98,2.54,0.7,6.77,2.31,NA,7.27,681,9.47,8.6,41.40294527138516,0.02364120103747953,679.3289407427396,Sparkling Lake,46.007733,-89.701183
SP,2003-08-20,15,10.75,3.07,2.64,0.76,7.06,2.11,NA,6.84,706,11.43,6,39.69203887556758,0.007784837579001269,650.6358061066925,Sparkling Lake,46.007733,-89.701183
SP,2003-08-20,18,11.175,3.09,2.61,0.81,7,1.185,107,6.92,777.5,14.05,5.4,51.31322838401508,0.011875549262530897,841.2563003720755,Sparkling Lake,46.007733,-89.701183
SP,2003-11-13,0,10.57,3.03,2.72,0.7,7.08,2.47,96,7.26,672,7.33,5.9,31.641935600153893,0.016272798548598307,519.0989877391459,Sparkling Lake,46.007733,-89.701183
SP,2003-11-13,10,10.465,3.0149999999999997,2.715,0.6950000000000001,6.91,2.33,97,7.375,664.5,6.91,5.6,30.874413710829433,0.02049939569671792,506.6836482433932,Sparkling Lake,46.007733,-89.701183
SP,2003-11-13,18,10.63,3.02,2.66,0.69,7.19,2.37,97,7.38,672,6.71,5.6,30.02181498848134,0.020164120475989703,492.70038437458476,Sparkling Lake,46.007733,-89.701183
SP,2004-02-18,0,13.2,3.68,3.18,0.74,6.42,2.44,107,7.39,733,10.06,0.7,44.39905831883692,0.025988560199326438,728.5049672783776,Sparkling Lake,46.007733,-89.701183
SP,2004-02-18,10,11.850000000000001,3.325,2.86,0.66,5.83,2.295,98.5,7.17,653,9.425,3.4,38.865356679070096,0.015004190446855394,637.4144670821604,Sparkling Lake,46.007733,-89.701183
SP,2004-02-18,18,13.4,3.42,2.89,0.78,5.68,0.43,114,7.02,863,15.74,4.1,60.515681964535894,0.016918527718925797,992.268540641812,Sparkling Lake,46.007733,-89.701183
SP,2004-04-30,0,10.3,2.86,2.55,0.62,5.52,2.11,93,7.47,637,8.78,6.9,40.29622232368735,0.034658775933338874,661.5952271502475,Sparkling Lake,46.007733,-89.701183
SP,2004-04-30,10,10.149999999999999,2.865,2.535,0.62,5.52,2.15,93.5,7.36,658.5,8.925,5.8,39.735675393926215,0.02564662321103095,652.0788551071211,Sparkling Lake,46.007733,-89.701183
SP,2004-04-30,17,10.2,2.85,2.55,0.63,5.52,2.14,94,7.32,635,8.97,5.5,39.429266653116215,0.022993410560193574,646.959348428023,Sparkling Lake,46.007733,-89.701183
SP,2004-08-16,5,11.5,3.14,3.16,0.7,7.16,2.47,NA,8.29,642,8.23,19.4,40.97064620938126,0.32543902626042465,683.5735174642566,Sparkling Lake,46.007733,-89.701183
SP,2004-08-16,10,10.9,3.05,3.02,0.71,6.82,2.46,93,8.45,642,8.12,10.5,40.464683951835305,0.36941592026962466,676.3417207002175,Sparkling Lake,46.007733,-89.701183
SP,2004-08-16,12,11.2,3.05,3,0.68,6.86,2.4,NA,7.57,651,8.74,8.1,40.999768488732705,0.04602579405221908,673.5378094679639,Sparkling Lake,46.007733,-89.701183
SP,2004-08-16,16,11.6,3.16,3.02,0.73,6.81,2.15,NA,6.77,664,10.72,6.8,35.521370775905964,0.006077368565398682,582.1999963539744,Sparkling Lake,46.007733,-89.701183
SP,2004-08-16,18,11.5,3.14,3,0.73,6.76,1.6,102,6.68,750,13.44,6.4,41.07261928980675,0.00564234528666121,673.1221649369242,Sparkling Lake,46.007733,-89.701183
SP,2005-02-25,0,11.4,3.25,2.92,0.74,7,2.69,106,7.96,775,9.35,0.3,45.53663259246803,0.09767468939460039,749.6449030330039,Sparkling Lake,46.007733,-89.701183
SP,2005-02-25,10,10.649999999999999,3.04,2.685,0.665,6.295,2.41,100,6.79,670,9.025,2.4,29.181008222123925,0.004544151177548093,478.24131431165887,Sparkling Lake,46.007733,-89.701183
SP,2005-02-25,18,12.2,3.29,2.73,0.82,6.29,0.57,119,6.8,959,11.84,3.9,39.16275401971244,0.0065549403635865615,641.9029598987765,Sparkling Lake,46.007733,-89.701183
SP,2005-04-20,0,10.850000000000001,2.965,2.6950000000000003,0.635,6,2.465,91.5,7.65,618,8.3,7.9,39.417207421303345,0.052883492331115924,647.8511112828078,Sparkling Lake,46.007733,-89.701183
SP,2005-04-20,10,11.6,3.18,2.86,0.68,6.48,2.65,98,7.38,678,9.29,4.6,41.43757718966857,0.02696740541417444,680.0141056045055,Sparkling Lake,46.007733,-89.701183
SP,2005-04-20,18,12.2,3.33,2.94,0.73,6.68,2.46,104,6.87,715,11.15,4.2,38.99651644616251,0.007743118742187422,639.2439129129908,Sparkling Lake,46.007733,-89.701183
SP,2005-08-09,0,11.6,3.17,2.9,0.64,5.89,2.37,97,8.25,637,8.58,24.4,42.696773796224456,0.3452657022345277,712.9718038838232,Sparkling Lake,46.007733,-89.701183
SP,2005-08-09,5,10.7,2.98,2.79,0.62,5.92,2.22,NA,8.22,629,8.68,24.3,43.17906076420524,0.32518556895827627,720.0792325463711,Sparkling Lake,46.007733,-89.701183
SP,2005-08-09,8,10.7,3.01,2.76,0.64,5.68,2.19,95,8.37,629,8.5,17.1,42.33864243567692,0.3826790493690481,707.896666163424,Sparkling Lake,46.007733,-89.701183
SP,2005-08-09,12,10.8,3.01,2.78,0.65,5.68,2.11,NA,7.6,630,9.08,9.6,42.908921210516745,0.05392975124432799,705.1126662449717,Sparkling Lake,46.007733,-89.701183
SP,2005-08-09,15,10.8,2.94,2.76,0.67,5.53,2.75,NA,6.84,645,10.82,7.7,38.06477413061235,0.00786251454880786,623.9717891640003,Sparkling Lake,46.007733,-89.701183
SP,2005-08-09,17,11.1,2.99,2.825,0.755,5.705,1.685,98.5,6.615,671,11.754999999999999,7.2,34.04026827268563,0.004125675813291986,557.7850116987725,Sparkling Lake,46.007733,-89.701183
SP,2005-11-15,0,11.25,3.21,3.035,0.705,6.005,2.375,97,7.41,669,9.09,8.4,41.29573330963753,0.032358167727347356,677.8942958239755,Sparkling Lake,46.007733,-89.701183
SP,2005-11-15,10,11.3,3.24,3.02,0.69,6.04,2.27,97,7.4,667,9.07,8.5,41.11513109021318,0.031576318776241355,674.9065648715504,Sparkling Lake,46.007733,-89.701183
SP,2006-02-13,0,11.3,3.3,2.96,0.73,7.66,2.7350000000000003,106,7.73,726,3.19,0.5,15.139351957112956,0.019254300468120586,248.80424190566237,Sparkling Lake,46.007733,-89.701183
SP,2006-02-13,18,12.9,3.5,2.93,0.74,7.16,1.18,118,6.88,919,2.85,4.6,10.071118419846702,0.002072633493383248,165.00483376694746,Sparkling Lake,46.007733,-89.701183
SP,2006-04-20,10,10.515,3.125,2.795,0.585,6.970000000000001,2.48,97.5,7.22,663,8.09,5.4,34.355374293340795,0.01586423193881317,563.5454476724888,Sparkling Lake,46.007733,-89.701183
SP,2006-04-20,17,10.7,3.21,2.82,0.61,7.29,2.6,102,6.93,698,9.79,4.7,35.804731121715996,0.0082940590287467909,586.9725926976893,Sparkling Lake,46.007733,-89.701183
SP,2006-08-09,0,10.77,3.05,2.68,0.6,7.79,2.42,99,8.32,654,7.64,24.1,38.03664575696784,0.3591311326057462,637.3151875405882,Sparkling Lake,46.007733,-89.701183
SP,2006-08-09,5,10.75,3.05,2.66,0.6,7.78,2.46,NA,8.35,655,7.63,23.6,37.9897664826161,0.38033008136951557,637.3146720221597,Sparkling Lake,46.007733,-89.701183
SP,2006-08-09,8,10.44,2.965,2.5700000000000003,0.62,7.5600000000000005,2.4450000000000003,97.5,8.82,643,7.885,19.4,38.853561982721324,1.0457494810019057,675.9220607655624,Sparkling Lake,46.007733,-89.701183
SP,2006-08-09,12,10.47,2.97,2.58,0.64,7.53,2.36,NA,7.86,650,8.24,11,40.18575649296945,0.09563606412525116,662.0039008224308,Sparkling Lake,46.007733,-89.701183
SP,2006-08-09,15,10.9,3.07,2.61,0.68,7.66,2.08,NA,6.77,684,12.03,7.7,40.163074375865456,0.007060982813998758,658.3060667641993,Sparkling Lake,46.007733,-89.701183
SP,2006-08-09,18,11.09,3.05,2.6,0.71,7.7,1.85,104,6.66,707,12.52,6.8,37.70774027976946,0.0050079082709027145,617.9445902612341,Sparkling Lake,46.007733,-89.701183
SP,2006-10-30,0,10.3,3.11,2.93,0.66,6.56,2.45,102,7.38,643,8.54,8.4,38.50948271348164,0.02816089311575196,632.0838320932288,Sparkling Lake,46.007733,-89.701183
SP,2006-10-30,10,10.4,3.12,2.94,0.6799999999999999,6.62,2.35,101,7.365,690,8.370000000000001,8.1,37.5656347708193,0.026303322949000382,616.5482283976356,Sparkling Lake,46.007733,-89.701183
SP,2006-10-30,17,10.4,3.1,2.91,0.66,7.93,2.25,101,7.36,684,8.41,8.1,37.694811020959214,0.026091644690525963,618.6570685602034,Sparkling Lake,46.007733,-89.701183
SP,2007-02-20,0,12.8,3.64,3.49,0.94,8.17,2.82,118,7.95,792,8.71,0.3,42.38290378920022,0.08884067211691353,697.6617936166186,Sparkling Lake,46.007733,-89.701183
SP,2007-02-20,10,11.1,3.2,2.99,0.66,6.8,2.43,103,7.21,680,8.77,3.9,36.857004933889115,0.01585680044791815,604.5377953815281,Sparkling Lake,46.007733,-89.701183
SP,2007-02-20,17,11.9,3.385,3.09,0.69,7.965,2,111,6.880000000000001,718,10.925,4.3,38.513385549778384,0.007850450021113493,631.333022784127,Sparkling Lake,46.007733,-89.701183
SP,2007-04-24,0,11.3,3.2,3.01,0.7,7.51,2.22,100,7.7,674,7.8,9.4,37.367346875005104,0.058784822485041834,614.4862576405791,Sparkling Lake,46.007733,-89.701183
SP,2007-04-24,10,11,3.1900000000000004,2.95,0.695,7.535,2.275,101,7.465,673.5,7.9,6.1,36.14821376104279,0.029990055078812156,593.4527983720928,Sparkling Lake,46.007733,-89.701183
SP,2007-04-24,17,11.2,3.21,2.99,0.7,7.55,2.29,101,7.3,683,8.27,4.9,36.046587241519255,0.019699106802013058,591.4051304661227,Sparkling Lake,46.007733,-89.701183
SP,2007-08-13,0,11.9,3.42,3.13,0.72,6.91,2.43,104,8.26,701,7.87,24.6,39.167252130435266,0.325443411787456,654.5337902656472,Sparkling Lake,46.007733,-89.701183
SP,2007-08-13,5,11.975,3.42,3.1500000000000004,0.71,6.44,2.28,105,8.25,696.5,7.635,24.2,37.99418154018993,0.3059656383994517,634.5656583495462,Sparkling Lake,46.007733,-89.701183
SP,2007-08-13,10,11.4,3.31,3.01,0.71,6.59,2.4,101,7.98,672,7.48,14.2,36.8447554814425,0.1260509261956779,608.4375674648259,Sparkling Lake,46.007733,-89.701183
SP,2007-08-13,12,11.6,3.29,3.03,0.7,6.51,2.32,NA,7.6,676,7.88,9.9,37.25493542837069,0.047228830784212694,612.2300820682755,Sparkling Lake,46.007733,-89.701183
SP,2007-08-13,15,11.8,3.32,3.04,0.71,6.58,2.12,NA,6.8,655,10.31,7.1,35.05914324610317,0.006486169830220547,574.650890114752,Sparkling Lake,46.007733,-89.701183
SP,2007-08-13,17,11.6,3.31,2.96,0.77,6.66,1.98,103,6.7,720,11.28,6.5,35.134613210065524,0.005069627674138087,575.7959745813258,Sparkling Lake,46.007733,-89.701183
SP,2007-11-12,0,11.9,3.4,3.12,0.72,6.82,2.39,104,7.53,678,8.38,8.2,39.03736815185274,0.040085684683611456,641.1684468465669,Sparkling Lake,46.007733,-89.701183
SP,2007-11-12,10,12,3.41,3.14,0.71,5.73,2.02,104,7.53,693,8.4,8.3,39.13797323085379,0.040308198733532315,642.8254348395948,Sparkling Lake,46.007733,-89.701183
SP,2007-11-12,16.5,11.9,3.395,3.13,0.715,6.84,2.37,104,7.52,692,8.385,8.3,38.99449889657365,0.03924627141906657,640.4360359137926,Sparkling Lake,46.007733,-89.701183
SP,2008-03-03,0,12.95,3.63,3.41,0.815,8.66,2.565,119.5,7.63,807,9.91,0.3,46.24706500489031,0.04639864558834695,759.5093957038919,Sparkling Lake,46.007733,-89.701183
SP,2008-03-03,10,11.7,3.23,3.04,0.69,8.11,2.33,107,7.13,722,9.7,3.9,39.393879627773835,0.014096921247419557,646.0385639242146,Sparkling Lake,46.007733,-89.701183
SP,2008-03-03,15,12,3.29,3.06,0.71,7.61,2.05,109,6.82,719,11.1,4.3,37.43403550788875,0.0066458342214946635,613.5823409342682,Sparkling Lake,46.007733,-89.701183
SP,2008-05-13,10,11.850000000000001,3.3449999999999998,3.02,0.33,7.84,2.3600000000000003,103.5,7.295,692,9.05,5.7,39.496138278116895,0.02188023282887679,648.0138119712667,Sparkling Lake,46.007733,-89.701183
SP,2008-05-13,18,12.1,3.41,3.07,0.67,8.01,2.43,106,7.1,707,9.62,5.2,38.791979402379376,0.01350322768250683,636.1502661964322,Sparkling Lake,46.007733,-89.701183
SP,2008-08-25,0,11.7,3.365,3.105,0.73,6.734999999999999,2.26,105.5,8.21,717,8.280000000000001,22.5,41.18074921746015,0.2917208573995673,685.9743962438263,Sparkling Lake,46.007733,-89.701183
SP,2008-08-25,10,11.5,3.3,3.02,0.77,6.31,2.08,103,8.14,705,8.19,14.3,40.621074851500424,0.2013986780026462,673.0264321246792,Sparkling Lake,46.007733,-89.701183
SP,2008-08-25,12,11.6,3.3,3.02,0.73,6.39,2.11,NA,7.57,719,8.5,10.4,40.0256889565828,0.048033986655573735,657.6617739779356,Sparkling Lake,46.007733,-89.701183
SP,2008-08-25,15,12.3,3.41,3.08,0.92,6.31,1.93,NA,6.89,750,11.16,7.4,40.535062020780096,0.009310120077513102,664.5224380746716,Sparkling Lake,46.007733,-89.701183
SP,2008-08-25,18,12.1,3.39,3.05,0.81,6.43,1.79,108,6.7,777,12.31,6.5,38.34282700495626,0.0055325458039574334,628.390332249457,Sparkling Lake,46.007733,-89.701183
SP,2008-11-12,0,12.8,3.56,3.28,0.78,6.61,2.1,105,7.5,691,8.46,8.3,39.19033980667467,0.03766813241051028,643.587874075315,Sparkling Lake,46.007733,-89.701183
SP,2008-11-12,10,12.65,3.57,3.25,0.745,6.62,2.085,105.5,7.49,726,8.629999999999999,8.1,39.880944353248836,0.037237911801800305,654.8878014821123,Sparkling Lake,46.007733,-89.701183
SP,2008-11-12,18,12.7,3.58,3.26,0.72,6.73,2.08,105,7.49,715,8.47,8,39.13335522431127,0.03643136731873533,642.608104331054,Sparkling Lake,46.007733,-89.701183
SP,2009-02-24,0,15,4.1,3.9,0.89,8.38,2.54,124,7.64,836,10.12,0.4,47.3235135395861,0.048752758367757575,777.2318219743535,Sparkling Lake,46.007733,-89.701183
SP,2009-02-24,10,13,3.6,3.3,0.75,7.195,2.15,109.5,7.275,738.5,9.83,3.3,42.2197968098387,0.020689438557983594,692.600039023822,Sparkling Lake,46.007733,-89.701183
SP,2009-04-29,0,13,3.52,3.17,0.27,6.95,2.06,105,7.58,706,8.34,6.4,39.07040835773888,0.042633914541342355,641.7939580233913,Sparkling Lake,46.007733,-89.701183
SP,2009-04-29,10,13.1,3.57,3.16,0.25,6.98,2.15,106,7.58,704,8.42,5.7,39.39241282652386,0.042063933962738054,647.0471839044902,Sparkling Lake,46.007733,-89.701183
SP,2009-04-29,17,12.95,3.5549999999999997,3.165,0.28,7.005,2.115,105.5,7.4,711,8.82,5.1,39.6155070779577,0.02742789480574363,650.1738789636693,Sparkling Lake,46.007733,-89.701183
SP,2009-08-19,0,12.5,3.53,3.39,0.74,8.81,2.39,107,8.22,719,7.98,21.6,39.69330126431715,0.2821148505352582,661.2135768793925,Sparkling Lake,46.007733,-89.701183
SP,2009-08-19,5,12.4,3.51,3.4,0.74,8.68,2.31,NA,8.23,742,8.08,21.5,40.19661842868227,0.2916992624792873,669.801566441683,Sparkling Lake,46.007733,-89.701183
SP,2009-08-19,8,12.1,3.435,3.3099999999999996,0.73,8.835,2.365,107.5,8.31,742.5,8.475000000000001,19.7,42.197702298242895,0.35343686826633985,704.7094407070422,Sparkling Lake,46.007733,-89.701183
SP,2009-08-19,12,11.8,3.35,3.23,0.73,8.58,2.38,NA,7.55,725,8.35,10,39.162624529960375,0.044374918071131586,643.385074677874,Sparkling Lake,46.007733,-89.701183
SP,2009-08-19,15,12.1,3.39,3.23,0.76,8.5,1.94,NA,6.88,745,11.87,7.7,42.91896289228397,0.009720473574296005,703.602583288103,Sparkling Lake,46.007733,-89.701183
